Time(s),Speed(km/h)
1302,74.2525
1303,74.4711
1304,74.848
1305,75.274
1306,75.6929
1307,76.1057
1308,76.3321
1309,76.0567
1310,75.9967
1311,76.1295
1312,76.2622
1313,76.3918
1314,76.519
1315,76.6438
1316,76.7671
1317,76.8882
1318,76.9623
1319,76.8193
1320,75.7899
1321,75.3151
1322,75.0987
1323,74.1108
1324,74.2065
1325,73.8861
1326,73.6604
1327,73.804
1328,74.3044
1329,75.4685
1330,77.1162
1331,78.3303
1332,79.1732
1333,80.2222
1334,80.9972
1335,81.6911
1336,82.3736
1337,82.546
1338,81.6458
1339,81.9359
1340,81.8418
1341,80.7898
1342,80.5118
1343,80.5544
1344,80.1005
1345,79.5152
1346,79.4257
1347,79.3368
1348,79.2524
1349,79.7003
1350,80.3093
1351,80.8302
1352,81.1432
1353,81.4046
1354,81.6638
1355,81.8242
1356,81.6836
1357,80.5586
1358,79.4352
1359,78.3305
1360,77.2441
1361,75.7452
1362,73.9016
1363,71.3257
1364,68.6612
1365,66.5924
1366,64.7413
1367,63.2623
1368,61.9583
1369,60.8881
1370,60.058
1371,60.4288
1372,60.958
1373,62.4017
1374,61.7872
1375,60.9578
1376,60.1302
1377,59.3137
1378,58.5099
1379,57.7193
1380,56.94
1381,56.1648
1382,55.4075
1383,54.1532
1384,50.8571
1385,45.6718
1386,39.3358
1387,33.106
1388,30.4361
1389,29.4089
1390,31.0051
1391,34.428
1392,35.8356
1393,36.0538
1394,38.8377
1395,41.7546
1396,44.2722
1397,46.4441
1398,48.8562
1399,53.0798
1400,54.6947
1401,54.1598
1402,53.6329
1403,54.69
1404,54.1253
1405,53.394
1406,52.5458
1407,50.6836
1408,48.0182
1409,45.6039
1410,43.3705
1411,38.8768
1412,33.1762
1413,28.3101
1414,27.7108
1415,27.214
1416,26.7246
1417,26.242
1418,25.8321
1419,26.4548
1420,26.1503
1421,27.7495
1422,30.4852
1423,33.1285
1424,36.4175
1425,39.2308
1426,41.3095
1427,41.3507
1428,40.7623
1429,37.7967
1430,35.5054
1431,34.3587
1432,35.6748
1433,37.4461
1434,39.3655
1435,42.1872
1436,41.574
1437,40.9712
1438,38.6984
1439,34.0923
1440,26.6923
1441,22.0046
1442,19.7864
1443,19.822
1444,20.7528
1445,20.5298
1446,21.5747
1447,21.1392
1448,20.2199
1449,18.5606
1450,18.111
1451,17.6679
1452,17.2291
1453,16.7975
1454,15.3111
1455,11.3182
1456,4.4532
1457,0.2146
1458,0.1232
1459,-0.0086
1460,-0.0028
1461,-0.0028
1462,-0.0014
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,-0.0009
1471,-0.0005
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0.0298
1485,1.8245
1486,4.4545
1487,6.6214
1488,8.2752
1489,9.3561
1490,10.7929
1491,13.043
1492,13.8672
1493,15.2909
1494,17.2621
1495,19.3749
1496,22.2882
1497,25.6369
1498,29.6866
1499,34.3356
1500,37.6268
1501,40.4022
1502,43.5291
1503,46.2925
1504,48.7276
1505,50.3807
1506,51.5586
1507,51.1548
1508,51.8783
1509,52.8404
1510,53.6901
1511,54.036
1512,54.4299
1513,55.0555
1514,55.7677
1515,56.6066
1516,57.9857
1517,59.248
1518,60.4143
1519,61.6111
1520,64.2342
1521,67.4496
1522,69.1704
1523,71.4896
1524,72.6447
1525,73.274
1526,73.8845
1527,74.4829
1528,74.9665
1529,74.723
1530,74.2357
1531,73.2305
1532,71.5618
1533,69.3563
1534,66.6225
1535,63.8649
1536,62.4239
1537,61.4944
1538,60.6528
1539,59.8414
1540,60.2526
1541,61.2197
1542,63.4281
1543,66.4239
1544,69.1193
1545,71.5943
1546,75.1815
1547,78.5707
1548,81.5658
1549,84.2831
1550,86.2917
1551,87.6601
1552,89.069
1553,90.3238
1554,91.2429
1555,92.0908
1556,92.7659
1557,93.1578
1558,93.5433
1559,94.1637
1560,94.8592
1561,95.6609
1562,96.4481
1563,97.3594
1564,98.6344
1565,100.3293
1566,101.8912
1567,103.1837
1568,104.7466
1569,106.3177
1570,107.7362
1571,109.0534
1572,110.4145
1573,112.1364
1574,114.5603
1575,116.6841
1576,117.898
1577,119.1337
1578,120.6005
1579,121.6172
1580,122.526
1581,122.9919
1582,123.4228
1583,123.7831
1584,124.0299
1585,123.6966
1586,123.007
1587,122.3792
1588,121.773
1589,121.1191
1590,120.4318
1591,119.7652
1592,119.1133
1593,118.481
1594,117.8611
1595,116.8226
1596,115.3447
1597,114.9459
1598,114.5188
1599,114.3521
1600,114.1007
1601,113.4695
1602,112.9674
1603,112.2882
1604,111.6167
1605,110.9626
1606,110.2881
1607,109.4308
1608,108.5886
1609,107.7608
1610,106.9447
1611,106.6187
1612,106.5043
1613,106.5086
1614,106.6188
1615,106.6558
1616,106.5398
1617,106.4259
1618,106.3404
1619,106.5038
1620,107.1255
1621,108.4167
1622,110.1074
1623,111.1816
1624,112.464
1625,113.7037
1626,114.3217
1627,114.9211
1628,115.766
1629,116.2099
1630,116.4758
1631,116.66
1632,116.777
1633,115.7482
1634,114.1254
1635,112.5418
1636,110.8546
1637,108.6088
1638,107.0536
1639,105.5937
1640,104.6374
1641,105.1502
1642,105.1346
1643,104.7672
1644,104.4911
1645,104.0568
1646,103.6245
1647,103.3327
1648,103.3738
1649,103.7006
1650,104.7242
1651,106.0507
1652,107.1981
1653,107.9109
1654,108.5365
1655,109.372
1656,111.0504
1657,112.6297
1658,114.2197
1659,115.3183
1660,116.1562
1661,117.0133
1662,117.8576
1663,118.6552
1664,119.3756
1665,120.0613
1666,120.6642
1667,121.2099
1668,121.7359
1669,122.2519
1670,122.9737
1671,123.9809
1672,124.8819
1673,125.5191
1674,126.0699
1675,126.4577
1676,126.6917
1677,126.8408
1678,126.8437
1679,126.845
1680,126.8475
1681,126.8516
1682,126.7061
1683,126.5663
1684,126.4339
1685,126.2877
1686,126.1076
1687,125.9347
1688,125.7659
1689,125.6648
1690,125.7355
1691,125.8231
1692,125.9791
1693,126.5008
1694,127.139
1695,127.5197
1696,127.7221
1697,127.9197
1698,128.1273
1699,128.3106
1700,128.4915
1701,128.6702
1702,128.8461
1703,129.0119
1704,129.1754
1705,129.231
1706,129.2098
1707,128.9969
1708,128.6988
1709,128.2813
1710,127.7753
1711,127.3071
1712,126.8793
1713,126.5426
1714,126.3559
1715,126.2922
1716,126.3505
1717,126.6108
1718,126.8849
1719,127.5545
1720,127.943
1721,128.1132
1722,128.2569
1723,128.4951
1724,128.8256
1725,129.4022
1726,129.8827
1727,130.3858
1728,130.7515
1729,130.9538
1730,131.0128
1731,130.8697
1732,130.3438
1733,128.9007
1734,126.9597
1735,125.0788
1736,122.4253
1737,119.9357
1738,117.5859
1739,114.4294
1740,112.0174
1741,109.7661
1742,107.0989
1743,104.3056
1744,102.2834
1745,100.7896
1746,98.7238
1747,97.3319
1748,96.0225
1749,94.7187
1750,93.4367
1751,92.1673
1752,90.9132
1753,89.7624
1754,89.7559
1755,89.3384
1756,88.1192
1757,86.9176
1758,87.6448
1759,87.3039
1760,86.9298
1761,85.9709
1762,85.1719
1763,84.9381
1764,84.5386
1765,83.9368
1766,82.783
1767,82.2008
1768,82.2881
1769,81.2598
1770,80.6685
1771,80.1445
1772,79.2739
1773,78.1178
1774,75.5056
1775,72.8482
1776,69.1776
1777,65.3444
1778,62.9889
1779,60.5726
1780,57.1216
1781,53.6284
1782,50.4652
1783,49.185
1784,48.0935
1785,44.6552
1786,40.0654
1787,37.3537
1788,33.371
1789,30.5454
1790,29.5907
1791,26.5422
1792,24.7796
1793,22.3745
1794,19.8258
1795,18.366
1796,15.7637
1797,11.9018
1798,7.8351
1799,3.8103
1800,0
